audio_path,instrument
all-samples\clarinet\clarinet_F4_very-long_cresc-decresc_normal.mp3,clarinet
all-samples\clarinet\clarinet_F5_15_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Fs4_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_A4_15_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_G5_1_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_C4_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_D3_025_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_A4_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_E3_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Fs4_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_As5_025_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_D5_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_F3_1_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_C6_1_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_D4_phrase_mezzo-forte_staccato.mp3,clarinet
all-samples\clarinet\clarinet_G6_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_As6_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs6_1_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_G3_1_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_D6_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_E6_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_E5_phrase_mezzo-forte_tongued-slur.mp3,clarinet
all-samples\clarinet\clarinet_D6_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_C4_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_B3_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_As3_025_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs5_05_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs6_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_F6_very-long_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_E6_05_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_E3_15_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_C6_15_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_B4_15_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_G3_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_E4_1_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_D4_phrase_mezzo-forte_fluttertonguing.mp3,clarinet
all-samples\clarinet\clarinet_As6_15_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_B5_very-long_cresc-decresc_normal.mp3,clarinet
all-samples\clarinet\clarinet_F5_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs5_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_D3_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_F3_15_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_F6_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_G4_05_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_D4_long_mezzo-forte_minor-trill.mp3,clarinet
all-samples\clarinet\clarinet_A4_1_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Ds5_025_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Cs6_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs6_1_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_As4_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_B3_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_F4_025_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_B5_15_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_C4_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_D4_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_C4_1_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Cs4_05_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_E4_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_A5_15_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_A3_15_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_C7_15_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_D6_05_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_A4_025_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_F3_1_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Cs5_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs4_1_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Fs4_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_C5_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_As5_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_G3_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_D5_1_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_B5_phrase_mezzo-forte_staccatissimo.mp3,clarinet
all-samples\clarinet\clarinet_Cs5_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Fs3_05_piano_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs4_15_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Ds4_025_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_Gs4_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Fs5_05_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_G4_1_forte_normal.mp3,clarinet
all-samples\clarinet\clarinet_As3_025_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_B4_025_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_F3_025_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_F6_05_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_Ds6_15_pianissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_A3_15_fortissimo_normal.mp3,clarinet
all-samples\clarinet\clarinet_C6_15_forte_normal.mp3,clarinet
all-samples\violin\violin_As4_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_C5_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_C5_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_D6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_F5_15_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_Fs4_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_G5_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_Cs4_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_As4_025_forte_snap-pizz.mp3,violin
all-samples\violin\violin_As3_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_Gs6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_As4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_phrase_fortissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_As4_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Cs5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_B6_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_05_mezzo-forte_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_B5_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_F5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_As4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D7_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_A5_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B3_1_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_A4_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_D4_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_G4_1_piano_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_C6_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_As4_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_D4_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_D6_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D5_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B4_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_G3_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_E5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_D7_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_A5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_D6_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_D5_phrase_forte_arco-martele.mp3,violin
all-samples\violin\violin_Fs5_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_Ds5_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_G7_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_C4_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A3_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_G3_1_piano_con-sord.mp3,violin
all-samples\violin\violin_A6_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_piano_natural-harmonic.mp3,violin
all-samples\violin\violin_Ds6_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_G6_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_B4_05_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Ds6_1_piano_natural-harmonic.mp3,violin
all-samples\violin\violin_Gs4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_As3_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_Fs6_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A3_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_phrase_mezzo-forte_arco-staccato.mp3,violin
all-samples\violin\violin_E6_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_Gs5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_D7_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_E4_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_A5_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_G7_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_E6_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_G4_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_E4_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_B7_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_As5_025_forte_snap-pizz.mp3,violin
all-samples\violin\violin_A3_phrase_mezzo-forte_arco-tenuto.mp3,violin
all-samples\violin\violin_Fs4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_A4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_E7_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_Ds5_phrase_forte_arco-martele.mp3,violin
all-samples\violin\violin_Fs6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_Fs4_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_As4_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs4_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_As3_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_Fs5_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_B6_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_G5_phrase_piano_arco-punta-d'arco.mp3,violin
all-samples\violin\violin_G5_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_G6_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_As5_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_G3_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_A3_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_E4_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_Cs5_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_A4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D7_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_G6_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Gs3_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_E6_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_As4_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_G3_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_B5_1_mezzo-forte_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_G5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs7_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B4_15_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_C5_long_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Gs5_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_Gs3_long_forte_molto-vibrato.mp3,violin
all-samples\violin\violin_B5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_D6_1_forte_con-sord.mp3,violin
all-samples\violin\violin_G3_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_As4_025_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_Gs6_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_G3_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_D4_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_G4_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A4_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As5_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Gs5_1_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_B4_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Ds4_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_D7_1_mezzo-forte_natural-harmonic.mp3,violin
all-samples\violin\violin_G7_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_As5_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_B5_very-long_decrescendo_arco-normal.mp3,violin
all-samples\violin\violin_As5_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B3_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_C5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_Ds6_1_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_G5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_F4_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C4_15_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_C5_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_B6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_C6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_A3_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_Ds4_phrase_pianissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_B5_phrase_mezzo-piano_arco-major-trill.mp3,violin
all-samples\violin\violin_Ds6_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_025_mezzo-forte_pizz-normal.mp3,violin
all-samples\violin\violin_G3_phrase_mezzo-forte_arco-tremolo.mp3,violin
all-samples\violin\violin_E4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_As5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_Gs4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_A4_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_As3_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_F4_phrase_mezzo-piano_arco-glissando.mp3,violin
all-samples\violin\violin_F7_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C6_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_E5_025_pianissimo_arco-col-legno-tratto.mp3,violin
all-samples\violin\violin_D7_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_E4_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_Ds5_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_B6_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_C5_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_E5_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_D5_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_long_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Gs4_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_As3_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_A4_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_E6_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_E4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_A6_15_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs6_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs6_1_piano_con-sord.mp3,violin
all-samples\violin\violin_D4_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_Cs6_025_piano_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_E5_05_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_G7_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D5_phrase_mezzo-forte_arco-glissando.mp3,violin
all-samples\violin\violin_Ds4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_A5_phrase_piano_arco-punta-d'arco.mp3,violin
all-samples\violin\violin_G4_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_C6_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_Ds7_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_G5_phrase_fortissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_Cs4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_D5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_phrase_mezzo-piano_arco-glissando.mp3,violin
all-samples\violin\violin_C5_1_forte_con-sord.mp3,violin
all-samples\violin\violin_C4_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_As6_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_05_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_C5_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_1_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_A6_1_piano_con-sord.mp3,violin
all-samples\violin\violin_Gs4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_pianissimo_arco-col-legno-battuto.mp3,violin
all-samples\violin\violin_Fs6_025_mezzo-piano_pizz-normal.mp3,violin
all-samples\violin\violin_B4_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_As5_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_E4_025_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_D4_1_forte_con-sord.mp3,violin
all-samples\violin\violin_As5_05_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs7_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_A6_1_mezzo-forte_con-sord.mp3,violin
all-samples\violin\violin_A3_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_C5_phrase_forte_arco-martele.mp3,violin
all-samples\violin\violin_Cs4_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_B5_phrase_piano_arco-punta-d'arco.mp3,violin
all-samples\violin\violin_Fs7_025_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_G5_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_1_forte_con-sord.mp3,violin
all-samples\violin\violin_E6_phrase_mezzo-forte_arco-spiccato.mp3,violin
all-samples\violin\violin_As4_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_D5_very-long_pianissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_Fs7_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_G6_025_forte_snap-pizz.mp3,violin
all-samples\violin\violin_A5_15_forte_arco-normal.mp3,violin
all-samples\violin\violin_F6_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_As5_025_forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_E4_phrase_pianissimo_arco-tremolo.mp3,violin
all-samples\violin\violin_A6_1_piano_arco-normal.mp3,violin
all-samples\violin\violin_C5_phrase_mezzo-forte_arco-legato.mp3,violin
all-samples\violin\violin_Fs4_025_mezzo-piano_non-vibrato.mp3,violin
all-samples\violin\violin_G6_1_mezzo-forte_artificial-harmonic.mp3,violin
all-samples\violin\violin_E6_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs4_05_piano_arco-normal.mp3,violin
all-samples\violin\violin_E6_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_D4_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_As3_phrase_mezzo-piano_arco-legato.mp3,violin
all-samples\violin\violin_Gs5_05_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_B5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_G3_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B4_1_mezzo-forte_molto-vibrato.mp3,violin
all-samples\violin\violin_Ds5_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_B3_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_C4_05_forte_arco-normal.mp3,violin
all-samples\violin\violin_Gs4_025_piano_arco-normal.mp3,violin
all-samples\violin\violin_F6_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Fs5_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs6_phrase_pianissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs5_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_Ds5_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_Gs3_05_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F5_phrase_forte_arco-spiccato.mp3,violin
all-samples\violin\violin_C4_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_F4_phrase_mezzo-piano_arco-legato.mp3,violin
all-samples\violin\violin_A3_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_B4_025_mezzo-piano_arco-normal.mp3,violin
all-samples\violin\violin_Cs7_15_mezzo-forte_arco-normal.mp3,violin
all-samples\violin\violin_E5_025_piano_pizz-normal.mp3,violin
all-samples\violin\violin_As5_1_piano_arco-sul-ponticello.mp3,violin
all-samples\violin\violin_G6_1_mezzo-piano_con-sord.mp3,violin
all-samples\violin\violin_Fs7_1_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_A4_phrase_fortissimo_arco-au-talon.mp3,violin
all-samples\violin\violin_A5_1_forte_arco-normal.mp3,violin
all-samples\violin\violin_G3_phrase_forte_arco-staccato.mp3,violin
all-samples\violin\violin_C7_025_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_F5_025_mezzo-piano_pizz-glissando.mp3,violin
all-samples\violin\violin_Gs3_1_piano_arco-sul-tasto.mp3,violin
all-samples\violin\violin_G4_15_fortissimo_arco-normal.mp3,violin
all-samples\violin\violin_A3_025_mezzo-forte_arco-normal.mp3,violin
